station_id,station_name,month,avg_temp_c,max_temp_c,min_temp_c,precipitation_mm,humidity_pct,sunshine_hr
813,청도,5,18.2,25.6,11.4,95.1,,
813,청도,6,22.1,28.4,16.9,138.1,,
813,청도,7,25.5,30.3,21.6,243.6,,
813,청도,8,25.7,31.2,21.7,255.4,,
813,청도,9,20.6,26.8,16.2,163.3,,
813,청도,10,14.1,21.9,8.2,54.1,,
813,청도,11,7.2,15.1,1.0,34.4,,
813,청도,12,0.8,8.0,-5.0,20.4,,
815,예천,1,-2.3,4.4,-8.1,16.2,,
815,예천,2,0.4,7.4,-5.7,22.8,,
815,예천,3,5.8,13.2,-1.0,41.1,,
815,예천,4,12.1,19.7,4.8,73.6,,
815,예천,5,17.5,25.1,10.5,87.0,,
815,예천,6,21.6,28.3,16.1,130.7,,
815,예천,7,24.5,29.7,20.6,240.9,,
815,예천,8,24.7,30.4,20.8,225.2,,
815,예천,9,19.6,26.1,15.0,127.2,,
815,예천,10,12.9,21.0,7.0,47.7,,
815,예천,11,6.0,13.4,0.0,27.9,,
815,예천,12,-0.6,6.1,-6.1,17.0,,
822,김천,1,-1.4,4.7,-6.8,19.5,,
822,김천,2,1.2,7.8,-4.7,25.3,,
822,김천,3,6.7,14.1,-0.2,43.0,,
822,김천,4,13.0,20.6,5.5,76.7,,
822,김천,5,18.3,26.0,11.0,68.2,,
822,김천,6,22.4,29.1,16.7,118.4,,
822,김천,7,25.5,30.8,21.3,214.2,,
822,김천,8,25.7,31.3,21.5,237.0,,
822,김천,9,20.5,26.8,15.7,154.4,,
822,김천,10,13.8,21.4,7.7,60.5,,
822,김천,11,7.0,14.0,0.9,33.3,,
822,김천,12,0.4,6.6,-5.0,17.7,,
823,군위,1,-2.7,4.2,-8.6,14.4,,
823,군위,2,0.1,7.4,-6.4,20.2,,
823,군위,3,5.6,13.5,-1.5,40.5,,
823,군위,4,12.0,20.1,4.3,70.6,,
823,군위,5,17.5,25.5,10.1,74.1,,
823,군위,6,21.8,28.7,15.9,114.2,,
823,군위,7,24.9,30.5,20.6,197.5,,
823,군위,8,25.2,31.2,20.9,228.1,,
823,군위,9,19.8,26.6,15.1,133.0,,
823,군위,10,12.8,21.0,7.0,51.8,,
823,군위,11,5.8,13.5,-0.3,30.2,,
823,군위,12,-1.0,6.1,-6.7,12.9,,
825,칠곡,1,-0.4,5.4,-5.8,13.5,,
825,칠곡,2,2.0,8.5,-3.9,22.0,,
825,칠곡,3,7.2,14.4,0.6,43.0,,
825,칠곡,4,13.3,20.7,6.2,69.9,,
825,칠곡,5,18.8,26.0,12.2,79.3,,
825,칠곡,6,23.0,28.9,17.9,119.4,,
825,칠곡,7,25.7,30.6,22.0,224.5,,
825,칠곡,8,26.0,31.4,22.2,225.9,,
825,칠곡,9,21.0,27.1,16.5,145.1,,
825,칠곡,10,14.5,21.9,8.7,54.0,,
825,칠곡,11,7.6,14.4,1.8,30.9,,
825,칠곡,12,1.1,7.2,-4.2,14.0,,
827,경산,1,0.5,5.7,-4.0,19.1,,
827,경산,2,3.0,8.7,-2.0,26.9,,
827,경산,3,8.0,14.5,2.5,52.4,,
827,경산,4,14.0,20.8,8.1,77.7,,
827,경산,5,19.4,26.2,13.4,81.9,,
827,경산,6,23.0,29.2,18.2,124.5,,
827,경산,7,26.2,31.3,22.5,218.9,,
827,경산,8,26.7,32.0,22.9,231.1,,
827,경산,9,21.7,27.3,17.5,151.9,,
827,경산,10,15.7,22.2,10.5,53.8,,
827,경산,11,8.8,14.9,3.6,33.4,,
827,경산,12,2.2,7.6,-2.4,20.1,,
828,달성,1,0.6,6.6,-4.2,16.6,,
828,달성,2,3.1,9.5,-2.2,28.2,,
828,달성,3,8.1,15.0,2.0,50.5,,
828,달성,4,14.0,21.1,7.4,76.2,,
828,달성,5,19.2,26.4,13.0,83.4,,
828,달성,6,23.2,29.3,18.2,130.0,,
828,달성,7,26.1,31.1,22.4,232.3,,
828,달성,8,26.5,32.1,22.7,258.4,,
828,달성,9,21.7,27.7,17.5,143.0,,
828,달성,10,15.6,22.5,10.4,55.0,,
828,달성,11,8.7,15.3,3.4,32.3,,
828,달성,12,2.4,8.3,-2.7,16.7,,
846,대구서구,1,0.8,5.6,-3.5,16.8,,
846,대구서구,2,3.3,8.6,-1.6,25.5,,
846,대구서구,3,8.5,14.3,3.0,48.3,,
846,대구서구,4,14.5,20.7,8.7,69.1,,
846,대구서구,5,19.9,26.2,14.0,75.8,,
846,대구서구,6,23.5,29.1,18.8,127.1,,
846,대구서구,7,26.3,31.0,22.7,224.1,,
846,대구서구,8,26.9,31.8,23.2,255.5,,
846,대구서구,9,22.1,27.1,18.0,158.3,,
846,대구서구,10,16.2,21.8,11.4,57.4,,
846,대구서구,11,9.3,14.6,4.4,31.8,,
846,대구서구,12,2.5,7.4,-1.9,17.5,,
860,신암,1,1.1,5.9,-2.9,18.6,51.4,195.5
860,신암,2,3.5,8.8,-1.1,25.4,49.8,188.6
860,신암,3,8.4,14.2,3.3,49.0,49.8,210.8
860,신암,4,14.5,20.6,8.8,70.6,50.8,220.2
860,신암,5,19.7,25.7,14.1,77.9,55.8,232.6
860,신암,6,23.4,28.7,18.8,129.2,63.8,175.1
860,신암,7,26.3,30.8,22.8,223.9,71.7,153.0
860,신암,8,26.7,31.3,23.1,245.3,72.2,156.6
860,신암,9,22.1,27.0,18.0,142.4,69.3,164.0
860,신암,10,16.2,22.0,11.4,50.1,62.6,206.2
860,신암,11,9.4,14.9,4.8,29.7,58.2,183.9
860,신암,12,3.0,7.9,-1.2,18.7,53.3,189.4
864,완산,1,0.0,4.8,-4.3,26.9,66.8,151.2
864,완산,2,2.0,7.5,-2.8,36.8,63.5,162.3
864,완산,3,6.8,13.0,1.4,53.7,60.9,191.7
864,완산,4,12.9,19.7,6.9,78.4,59.1,209.7
864,완산,5,18.5,25.0,12.7,82.8,63.2,220.5
864,완산,6,22.8,28.4,18.2,159.0,70.6,168.1
864,완산,7,26.2,30.6,22.7,302.8,77.5,133.1
864,완산,8,26.5,31.3,22.9,289.6,76.9,153.1
864,완산,9,21.9,27.4,17.4,128.2,73.4,169.6
864,완산,10,15.4,21.7,10.1,57.3,69.4,198.7
864,완산,11,8.8,14.4,3.9,49.8,67.4,158.1
864,완산,12,2.2,7.1,-2.1,34.0,67.6,142.9
876,삼척,1,1.4,5.7,-2.3,38.6,,
876,삼척,2,2.9,7.2,-1.1,41.1,,
876,삼척,3,7.1,11.6,2.7,60.0,,
876,삼척,4,12.5,17.2,7.8,72.1,,
876,삼척,5,17.5,22.3,13.1,52.2,,
876,삼척,6,20.6,24.6,17.1,98.7,,
876,삼척,7,24.1,27.6,21.3,255.0,,
876,삼척,8,25.0,28.7,22.0,217.1,,
876,삼척,9,20.3,24.2,16.9,224.9,,
876,삼척,10,15.5,20.0,11.4,111.3,,
876,삼척,11,9.6,14.1,5.4,62.4,,
876,삼척,12,3.2,7.7,-0.7,24.8,,
901,울기,1,3.3,7.6,-0.3,36.0,,
901,울기,2,5.1,9.4,1.5,41.9,,
901,울기,3,8.7,12.8,5.3,65.1,,
901,울기,4,12.9,16.7,10.0,89.5,,
901,울기,5,16.5,20.2,14.1,102.0,,
901,울기,6,19.7,22.9,17.7,137.4,,
901,울기,7,22.4,25.4,20.4,201.0,,
901,울기,8,24.7,27.6,22.7,172.4,,
901,울기,9,22.0,24.9,19.9,165.7,,
901,울기,10,17.6,21.3,14.7,76.1,,
901,울기,11,11.7,15.7,8.3,56.0,,
901,울기,12,5.5,9.7,1.7,26.1,,
907,삼천포,1,2.7,6.8,-1.0,25.6,,
907,삼천포,2,4.5,8.9,0.6,44.7,,
907,삼천포,3,8.5,12.9,4.6,76.4,,
907,삼천포,4,13.5,17.9,9.7,122.1,,
907,삼천포,5,18.1,22.4,14.7,139.1,,
907,삼천포,6,21.4,25.2,18.8,186.3,,
907,삼천포,7,24.8,28.2,22.5,295.0,,
907,삼천포,8,26.4,30.1,23.7,237.4,,
907,삼천포,9,22.9,27.0,19.7,171.5,,
907,삼천포,10,17.6,22.2,13.7,77.4,,
907,삼천포,11,11.3,15.6,7.1,45.9,,
907,삼천포,12,4.9,9.1,1.0,24.9,,
910,영도,1,3.5,7.2,0.1,30.6,,
910,영도,2,5.2,9.0,1.9,38.9,,
910,영도,3,8.8,12.3,5.5,70.7,,
910,영도,4,12.9,16.2,10.0,119.4,,
910,영도,5,16.7,20.1,14.1,114.7,,
910,영도,6,19.9,23.0,17.7,154.1,,
910,영도,7,23.1,25.8,21.1,264.9,,
910,영도,8,25.1,28.1,23.0,199.3,,
910,영도,9,22.1,25.1,19.8,142.8,,
910,영도,10,17.5,21.2,14.7,77.1,,
910,영도,11,11.9,15.4,8.4,42.4,,
910,영도,12,5.7,9.2,2.1,30.7,,
918,고성,1,1.6,7.6,-3.7,26.2,,
918,고성,2,3.7,9.8,-1.9,43.2,,
918,고성,3,7.9,13.9,2.0,84.5,,
918,고성,4,13.1,19.0,7.4,133.2,,
918,고성,5,18.1,23.8,13.1,149.7,,
918,고성,6,21.8,26.6,18.1,176.8,,
918,고성,7,25.5,29.3,22.5,304.0,,
918,고성,8,26.8,31.1,23.2,239.5,,
918,고성,9,22.2,27.4,17.9,161.8,,
918,고성,10,16.4,22.8,10.8,81.5,,
918,고성,11,9.8,16.2,4.1,44.4,,
918,고성,12,3.6,9.7,-1.9,25.6,,
919,창녕,1,-0.6,6.5,-6.7,18.2,,
919,창녕,2,2.1,9.5,-4.5,29.5,,
919,창녕,3,7.3,15.0,0.0,53.9,,
919,창녕,4,13.3,21.0,5.6,82.5,,
919,창녕,5,18.7,26.4,11.5,89.4,,
919,창녕,6,23.0,29.3,17.8,128.8,,
919,창녕,7,26.1,31.0,22.3,235.4,,
919,창녕,8,26.5,32.0,22.4,275.9,,
919,창녕,9,21.5,27.7,16.7,164.1,,
919,창녕,10,15.0,22.7,8.8,59.9,,
919,창녕,11,7.7,15.5,1.5,34.6,,
919,창녕,12,1.1,8.4,-4.8,20.4,,
920,함안,1,-0.7,7.5,-7.0,23.7,,
920,함안,2,2.1,10.4,-4.7,38.8,,
920,함안,3,7.1,15.4,-0.2,64.6,,
920,함안,4,13.0,21.2,5.4,89.1,,
920,함안,5,18.4,26.2,11.5,98.2,,
920,함안,6,22.3,28.8,17.3,138.8,,
920,함안,7,25.6,30.8,21.7,258.4,,
920,함안,8,26.1,31.8,21.9,253.6,,
920,함안,9,21.0,27.8,16.4,178.4,,
920,함안,10,14.4,22.9,8.3,69.1,,
920,함안,11,7.6,16.0,1.0,40.8,,
920,함안,12,1.0,9.2,-5.3,23.6,,
921,가덕도,1,3.7,7.4,0.6,26.9,,
921,가덕도,2,5.4,9.4,2.0,36.4,,
921,가덕도,3,8.9,13.2,5.6,66.1,,
921,가덕도,4,13.2,17.5,10.2,100.5,,
921,가덕도,5,17.3,21.5,14.5,98.1,,
921,가덕도,6,20.5,24.1,18.2,128.3,,
921,가덕도,7,24.0,27.3,21.8,230.6,,
921,가덕도,8,25.9,29.4,23.5,167.7,,
921,가덕도,9,22.5,26.2,20.0,127.3,,
921,가덕도,10,17.9,21.9,15.1,66.3,,
921,가덕도,11,12.0,15.8,8.9,41.5,,
921,가덕도,12,5.9,9.5,2.7,28.3,,
923,기장,1,2.9,8.1,-1.9,39.3,,
923,기장,2,4.7,10.0,-0.4,51.7,,
923,기장,3,8.5,13.8,3.3,86.4,,
923,기장,4,13.4,18.5,8.1,130.0,,
923,기장,5,17.7,22.6,12.9,148.5,,
923,기장,6,20.9,25.1,17.2,174.8,,
923,기장,7,24.5,28.4,21.5,283.1,,
923,기장,8,25.9,29.8,22.7,209.7,,
923,기장,9,21.9,25.9,18.6,167.4,,
923,기장,10,16.9,21.9,12.3,79.9,,
923,기장,11,10.7,16.2,5.7,49.6,,
923,기장,12,4.8,10.2,-0.2,31.5,,
924,간절곶,1,3.7,7.8,-0.1,39.6,,
924,간절곶,2,5.4,9.3,1.6,47.3,,
924,간절곶,3,8.9,12.5,5.3,75.5,,
924,간절곶,4,13.0,16.2,9.9,112.1,,
924,간절곶,5,16.6,19.7,14.0,127.3,,
924,간절곶,6,19.7,22.3,17.7,150.6,,
924,간절곶,7,22.5,25.1,20.4,239.3,,
924,간절곶,8,25.0,27.4,22.7,186.8,,
924,간절곶,9,22.2,24.8,19.8,189.1,,
924,간절곶,10,17.8,21.2,14.4,80.8,,
924,간절곶,11,11.9,15.8,8.0,49.8,,
924,간절곶,12,5.8,9.9,1.8,28.9,,
932,하동,1,1.7,7.2,-3.2,24.6,,
932,하동,2,3.8,9.7,-1.5,47.2,,
932,하동,3,8.3,14.5,2.4,81.8,,
932,하동,4,13.8,20.3,7.9,137.0,,
932,하동,5,18.9,25.3,13.2,155.9,,
932,하동,6,22.6,28.1,18.3,194.7,,
932,하동,7,26.0,30.5,22.6,357.7,,
932,하동,8,26.9,31.8,23.1,337.8,,
932,하동,9,22.5,28.0,18.1,185.8,,
932,하동,10,16.3,23.0,10.9,74.3,,
932,하동,11,9.5,16.1,4.2,50.7,,
932,하동,12,3.4,9.3,-1.5,27.6,,
937,해운대,1,3.9,8.5,-0.1,37.4,,
937,해운대,2,5.7,10.3,1.6,52.5,,
937,해운대,3,9.4,13.8,5.2,85.0,,
937,해운대,4,13.8,18.2,9.9,148.8,,
937,해운대,5,17.9,22.3,14.2,155.6,,
937,해운대,6,21.1,24.9,18.1,182.1,,
937,해운대,7,24.4,28.0,21.9,302.0,,
937,해운대,8,26.1,29.8,23.5,205.1,,
937,해운대,9,22.6,26.5,19.7,158.3,,
937,해운대,10,17.9,22.5,14.3,94.4,,
937,해운대,11,12.0,16.8,7.9,53.7,,
937,해운대,12,5.9,10.6,1.6,34.8,,
938,부산진,1,2.7,7.0,-1.0,32.3,,
938,부산진,2,4.8,9.3,0.9,48.1,,
938,부산진,3,9.0,13.5,4.8,87.4,,
938,부산진,4,14.0,18.6,9.9,139.3,,
938,부산진,5,18.8,23.5,14.9,154.8,,
938,부산진,6,22.1,26.2,18.9,180.0,,
938,부산진,7,25.5,29.2,22.8,322.9,,
938,부산진,8,26.9,30.7,24.1,226.9,,
938,부산진,9,22.8,26.8,19.7,160.2,,
938,부산진,10,17.6,22.2,13.9,83.6,,
938,부산진,11,11.2,15.8,7.3,51.9,,
938,부산진,12,4.8,9.0,0.9,34.2,,
940,동래,1,3.1,7.7,-0.8,32.7,,
940,동래,2,5.0,9.8,0.8,48.7,,
940,동래,3,9.1,13.9,4.7,85.9,,
940,동래,4,14.0,19.0,9.7,136.9,,
940,동래,5,18.9,23.9,14.6,143.9,,
940,동래,6,22.1,26.5,18.6,171.8,,
940,동래,7,25.6,29.4,22.7,307.8,,
940,동래,8,26.8,30.8,23.8,230.9,,
940,동래,9,22.6,26.8,19.4,163.8,,
940,동래,10,17.5,22.5,13.4,77.1,,
940,동래,11,11.3,16.3,6.9,51.4,,
940,동래,12,5.1,9.8,0.9,31.8,,
941,북구,1,2.2,6.7,-1.7,28.6,,
941,북구,2,4.3,9.0,0.1,43.7,,
941,북구,3,8.6,13.4,4.2,72.3,,
941,북구,4,13.9,18.8,9.4,119.9,,
941,북구,5,18.7,23.6,14.4,127.3,,
941,북구,6,22.0,26.3,18.5,164.1,,
941,북구,7,25.2,29.0,22.4,291.9,,
941,북구,8,26.4,30.4,23.4,238.5,,
941,북구,9,22.2,26.4,19.0,156.2,,
941,북구,10,16.9,21.8,12.9,77.1,,
941,북구,11,10.5,15.4,6.3,51.2,,
941,북구,12,4.2,8.8,0.1,27.7,,
942,부산남구,1,3.6,7.5,-0.1,32.2,,
942,부산남구,2,5.5,9.6,1.6,47.3,,
942,부산남구,3,9.4,13.5,5.5,88.4,,
942,부산남구,4,14.1,18.2,10.4,143.9,,
942,부산남구,5,18.6,22.6,15.2,153.1,,
942,부산남구,6,21.8,25.2,19.1,180.7,,
942,부산남구,7,25.3,28.5,22.8,313.3,,
942,부산남구,8,27.0,30.2,24.5,217.4,,
942,부산남구,9,23.2,26.4,20.5,162.1,,
942,부산남구,10,18.2,22.2,14.8,86.4,,
942,부산남구,11,12.0,16.1,8.1,54.8,,
942,부산남구,12,5.7,9.6,1.8,34.4,,
949,정자,1,2.9,7.7,-1.7,37.1,,
949,정자,2,4.6,9.5,-0.4,43.6,,
949,정자,3,8.8,13.7,3.3,67.6,,
949,정자,4,13.5,18.6,8.1,110.4,,
949,정자,5,17.7,22.7,13.1,103.3,,
949,정자,6,21.0,25.1,17.3,128.5,,
949,정자,7,24.4,28.5,20.8,246.8,,
949,정자,8,25.8,29.6,22.4,214.0,,
949,정자,9,22.0,25.6,18.5,224.7,,
949,정자,10,16.9,21.7,12.3,80.6,,
949,정자,11,10.9,16.0,5.8,51.9,,
949,정자,12,4.7,9.7,-0.1,26.4,,
