station_id,station_name,month,avg_temp_c,max_temp_c,min_temp_c,precipitation_mm,humidity_pct,sunshine_hr
612,공주,2,0.6,6.7,-4.9,33.8,,
612,공주,3,5.9,12.9,-0.4,41.2,,
612,공주,4,12.3,19.4,5.8,88.6,,
612,공주,5,18.1,25.1,11.9,98.7,,
612,공주,6,22.5,28.5,17.4,149.1,,
612,공주,7,25.4,30.1,21.8,308.5,,
612,공주,8,25.9,31.0,22.1,257.6,,
612,공주,9,20.8,26.8,16.2,159.0,,
612,공주,10,13.9,21.0,8.2,61.0,,
612,공주,11,6.7,13.2,1.4,48.6,,
612,공주,12,-0.2,5.5,-5.1,25.4,,
614,서천,1,-1.1,4.0,-5.7,23.2,,
614,서천,2,0.9,6.3,-3.9,31.7,,
614,서천,3,5.2,11.2,-0.2,42.4,,
614,서천,4,11.0,17.2,5.3,81.0,,
614,서천,5,17.0,22.7,11.9,89.2,,
614,서천,6,21.7,26.5,18.0,136.0,,
614,서천,7,25.2,29.1,22.3,266.4,,
614,서천,8,25.8,30.4,22.5,232.1,,
614,서천,9,20.9,26.6,16.7,128.9,,
614,서천,10,14.3,20.9,8.6,60.1,,
614,서천,11,7.8,13.6,2.5,53.8,,
614,서천,12,1.1,6.3,-3.3,31.0,,
615,논산,1,-1.6,4.1,-7.0,22.9,,
615,논산,2,0.7,7.1,-5.0,33.7,,
615,논산,3,5.6,12.9,-0.9,46.3,,
615,논산,4,11.9,19.4,5.1,81.3,,
615,논산,5,18.0,24.8,11.9,88.1,,
615,논산,6,22.5,28.2,17.9,143.0,,
615,논산,7,25.4,30.0,21.9,282.5,,
615,논산,8,25.8,31.0,22.1,259.6,,
615,논산,9,20.8,27.0,16.2,130.2,,
615,논산,10,13.9,21.4,7.7,55.4,,
615,논산,11,7.1,13.8,1.2,43.9,,
615,논산,12,0.3,6.1,-4.9,24.9,,
616,당진,1,-2.0,2.6,-6.4,17.2,,
616,당진,2,0.0,5.2,-4.6,26.9,,
616,당진,3,4.9,10.9,-0.2,34.6,,
616,당진,4,11.0,17.5,5.5,67.8,,
616,당진,5,16.8,23.0,11.5,85.3,,
616,당진,6,21.1,26.8,16.8,115.3,,
616,당진,7,24.6,28.9,21.4,294.4,,
616,당진,8,25.3,30.0,21.9,265.9,,
616,당진,9,20.5,25.9,16.2,136.0,,
616,당진,10,14.0,20.1,8.7,53.1,,
616,당진,11,7.0,12.4,2.1,45.7,,
616,당진,12,0.3,4.9,-4.2,23.3,,
618,청양,1,-2.5,3.3,-8.1,21.8,,
618,청양,2,-0.2,6.1,-6.1,34.1,,
618,청양,3,4.8,11.8,-1.9,44.7,,
618,청양,4,11.0,18.4,4.0,84.1,,
618,청양,5,16.8,23.9,10.1,90.1,,
618,청양,6,21.4,27.5,15.9,134.4,,
618,청양,7,24.9,29.3,21.0,290.4,,
618,청양,8,25.2,30.2,21.1,296.6,,
618,청양,9,19.9,26.1,14.8,143.4,,
618,청양,10,13.0,20.5,6.6,65.1,,
618,청양,11,6.2,12.9,0.4,54.9,,
618,청양,12,-0.4,5.3,-5.8,31.8,,
619,음성,1,-3.9,2.6,-9.9,20.5,,
619,음성,2,-1.1,5.9,-7.4,27.6,,
619,음성,3,4.4,12.1,-2.5,43.1,,
619,음성,4,11.2,19.3,3.5,71.6,,
619,음성,5,16.8,24.6,9.6,83.4,,
619,음성,6,21.5,28.1,15.5,142.9,,
619,음성,7,24.5,29.5,20.4,302.4,,
619,음성,8,24.7,30.3,20.5,274.4,,
619,음성,9,19.2,26.2,14.1,133.6,,
619,음성,10,12.0,20.5,5.6,56.2,,
619,음성,11,5.2,12.5,-1.0,43.0,,
619,음성,12,-2.1,4.5,-7.8,22.1,,
623,증평,1,-3.1,2.7,-8.4,18.9,,
623,증평,2,-0.5,6.0,-6.1,27.2,,
623,증평,3,5.1,12.4,-1.3,38.9,,
623,증평,4,11.7,19.4,4.7,73.4,,
623,증평,5,17.5,25.0,10.8,75.1,,
623,증평,6,22.2,28.5,16.7,131.2,,
623,증평,7,25.1,30.0,21.3,280.1,,
623,증평,8,25.4,30.9,21.5,263.2,,
623,증평,9,20.1,26.6,15.4,124.0,,
623,증평,10,13.0,20.6,7.1,57.4,,
623,증평,11,5.9,12.6,0.3,43.1,,
623,증평,12,-1.2,4.6,-6.3,20.7,,
627,태안,1,-0.5,3.3,-4.0,18.1,,
627,태안,2,1.1,5.4,-2.9,29.6,,
627,태안,3,5.3,10.2,1.0,34.5,,
627,태안,4,11.0,16.5,6.6,72.0,,
627,태안,5,16.7,22.1,12.1,89.1,,
627,태안,6,21.3,26.4,17.4,127.6,,
627,태안,7,24.7,28.6,21.9,269.5,,
627,태안,8,25.9,30.2,22.8,257.8,,
627,태안,9,21.8,26.4,17.9,123.4,,
627,태안,10,15.5,20.5,11.2,55.6,,
627,태안,11,8.5,13.0,4.6,52.9,,
627,태안,12,1.9,5.7,-1.8,27.1,,
628,예산,1,-2.1,2.8,-6.6,19.6,,
628,예산,2,0.2,5.7,-4.7,25.6,,
628,예산,3,5.4,11.9,-0.2,36.7,,
628,예산,4,11.9,18.7,5.8,67.8,,
628,예산,5,17.9,24.4,12.2,74.0,,
628,예산,6,22.4,28.3,17.6,128.6,,
628,예산,7,25.6,30.1,22.0,270.8,,
628,예산,8,26.2,31.1,22.4,253.0,,
628,예산,9,21.2,26.8,16.5,157.8,,
628,예산,10,14.3,20.9,8.7,52.7,,
628,예산,11,7.2,12.9,2.1,48.0,,
628,예산,12,0.1,5.0,-4.4,23.6,,
634,아산,1,-1.9,2.6,-6.3,16.2,,
634,아산,2,0.2,5.2,-4.3,23.4,,
634,아산,3,5.4,11.5,0.2,31.9,,
634,아산,4,11.7,18.3,6.2,64.5,,
634,아산,5,17.7,24.1,12.6,73.3,,
634,아산,6,22.0,27.8,17.9,105.7,,
634,아산,7,25.2,29.8,22.0,289.3,,
634,아산,8,26.0,30.8,22.5,273.8,,
634,아산,9,21.1,26.5,16.8,144.2,,
634,아산,10,14.5,20.5,9.1,46.9,,
634,아산,11,7.3,12.6,2.4,44.2,,
634,아산,12,0.3,4.8,-4.0,19.5,,
636,계룡,1,-2.6,3.5,-8.6,24.8,,
636,계룡,2,-0.2,6.4,-6.6,35.5,,
636,계룡,3,5.0,12.2,-2.2,47.6,,
636,계룡,4,11.2,18.8,3.8,92.5,,
636,계룡,5,16.8,24.1,9.9,98.8,,
636,계룡,6,21.4,27.7,15.8,162.1,,
636,계룡,7,24.6,29.3,20.9,350.8,,
636,계룡,8,25.3,30.3,21.2,300.6,,
636,계룡,9,20.0,26.2,15.1,149.3,,
636,계룡,10,13.0,20.6,6.6,59.8,,
636,계룡,11,6.1,13.1,0.0,52.2,,
636,계룡,12,-0.7,5.6,-6.5,27.6,,
642,오월드,1,-0.7,4.3,-4.9,22.7,,
642,오월드,2,1.7,7.2,-2.9,35.2,,
642,오월드,3,7.1,13.3,1.5,47.3,,
642,오월드,4,13.3,20.0,7.5,83.6,,
642,오월드,5,19.1,25.5,13.3,85.6,,
642,오월드,6,23.3,28.9,18.6,160.9,,
642,오월드,7,26.0,30.6,22.5,311.5,,
642,오월드,8,26.6,31.4,23.0,307.5,,
642,오월드,9,21.8,27.1,17.6,151.0,,
642,오월드,10,15.2,21.4,10.2,61.3,,
642,오월드,11,8.2,13.7,3.5,48.9,,
642,오월드,12,1.3,6.2,-2.9,25.0,,
643,세천,1,-2.1,3.6,-7.1,20.5,,
643,세천,2,0.4,6.6,-5.1,30.3,,
643,세천,3,5.8,12.6,-0.7,42.8,,
643,세천,4,12.2,19.3,5.3,76.3,,
643,세천,5,17.7,24.7,11.0,79.6,,
643,세천,6,22.0,28.2,16.7,147.9,,
643,세천,7,24.9,29.9,21.2,297.2,,
643,세천,8,25.4,30.6,21.6,278.3,,
643,세천,9,20.4,26.3,15.9,144.2,,
643,세천,10,13.6,20.7,8.0,54.6,,
643,세천,11,6.7,13.1,1.3,43.6,,
643,세천,12,-0.2,5.6,-5.1,24.5,,
648,장동,1,-2.0,3.7,-6.8,19.8,,
648,장동,2,0.7,6.8,-4.6,29.4,,
648,장동,3,6.0,12.7,-0.1,36.4,,
648,장동,4,12.4,19.4,5.8,80.4,,
648,장동,5,18.0,24.8,11.7,82.7,,
648,장동,6,22.3,28.1,17.1,161.7,,
648,장동,7,25.1,29.8,21.5,313.6,,
648,장동,8,25.6,30.6,21.8,260.3,,
648,장동,9,20.6,26.4,16.1,147.4,,
648,장동,10,13.8,20.8,8.4,54.0,,
648,장동,11,7.0,13.2,1.8,38.4,,
648,장동,12,0.1,5.6,-4.6,21.2,,
649,부평,1,-3.3,2.0,-8.2,10.4,,
649,부평,2,-0.7,5.0,-5.9,25.0,,
649,부평,3,5.4,11.9,-0.4,24.6,,
649,부평,4,11.5,18.2,5.4,70.2,,
649,부평,5,17.6,24.8,11.3,73.4,,
649,부평,6,22.4,28.8,17.2,102.9,,
649,부평,7,25.4,30.2,21.8,365.8,,
649,부평,8,26.5,31.6,22.6,218.6,,
649,부평,9,21.1,26.9,16.1,115.3,,
649,부평,10,14.0,20.5,8.3,52.5,,
649,부평,11,6.7,12.1,1.6,68.4,,
649,부평,12,-1.3,3.5,-6.0,15.5,,
652,연천청산,1,-4.7,1.8,-10.5,15.4,,
652,연천청산,2,-1.3,5.1,-7.2,22.7,,
652,연천청산,3,4.8,11.5,-1.6,29.1,,
652,연천청산,4,11.5,18.7,4.6,61.5,,
652,연천청산,5,17.6,24.6,11.2,84.2,,
652,연천청산,6,22.3,28.5,17.0,112.1,,
652,연천청산,7,25.0,29.8,21.3,379.7,,
652,연천청산,8,25.5,30.8,21.5,346.6,,
652,연천청산,9,20.3,26.6,15.2,133.5,,
652,연천청산,10,12.9,20.4,6.9,52.9,,
652,연천청산,11,5.3,11.6,-0.2,44.0,,
652,연천청산,12,-2.6,3.2,-7.8,14.1,,
670,양양,1,0.4,4.5,-3.4,32.9,,
670,양양,2,1.9,6.2,-2.4,35.7,,
670,양양,3,6.5,11.2,1.6,65.6,,
670,양양,4,12.0,17.0,6.8,71.4,,
670,양양,5,17.6,22.6,12.8,70.3,,
670,양양,6,20.6,24.7,16.9,116.7,,
670,양양,7,24.1,27.6,21.2,257.5,,
670,양양,8,24.7,28.4,21.5,265.6,,
670,양양,9,19.8,24.0,16.0,198.9,,
670,양양,10,15.0,19.8,10.6,87.6,,
670,양양,11,8.9,13.2,4.7,81.4,,
670,양양,12,2.1,6.2,-1.7,27.6,,
674,사북,1,-5.8,-1.4,-9.9,16.3,,
674,사북,2,-3.2,1.7,-7.7,34.7,,
674,사북,3,2.4,7.6,-2.4,44.5,,
674,사북,4,8.4,14.2,3.1,85.2,,
674,사북,5,14.9,20.9,9.2,76.1,,
674,사북,6,18.2,24.0,13.3,130.4,,
674,사북,7,21.1,25.3,17.7,300.7,,
674,사북,8,21.2,25.7,17.9,252.4,,
674,사북,9,15.7,20.7,11.9,153.8,,
674,사북,10,10.3,15.5,5.8,86.0,,
674,사북,11,3.9,8.2,-0.1,55.4,,
674,사북,12,-3.9,0.2,-8.0,21.6,,
699,무안,1,0.8,5.0,-3.1,29.6,,
699,무안,2,2.4,7.3,-2.0,41.7,,
699,무안,3,6.4,11.9,1.3,56.4,,
699,무안,4,11.8,17.7,6.2,96.7,,
699,무안,5,17.4,23.3,12.2,96.5,,
699,무안,6,21.7,26.7,17.8,143.6,,
699,무안,7,25.2,29.1,22.2,271.3,,
699,무안,8,26.1,30.5,22.7,249.0,,
699,무안,9,21.6,26.7,17.6,145.4,,
699,무안,10,15.5,21.2,10.4,72.3,,
699,무안,11,9.2,14.3,4.5,47.9,,
699,무안,12,2.8,7.3,-1.1,39.7,,
701,무주,1,-2.6,3.8,-8.2,16.9,,
701,무주,2,0.1,6.8,-6.1,28.0,,
701,무주,3,5.4,12.7,-1.6,45.5,,
701,무주,4,11.4,18.9,4.1,65.6,,
701,무주,5,17.1,24.7,9.8,69.1,,
701,무주,6,21.4,27.9,15.8,105.5,,
701,무주,7,24.4,29.5,20.4,285.1,,
701,무주,8,24.7,30.3,20.6,244.4,,
701,무주,9,19.5,25.6,14.7,129.3,,
701,무주,10,12.7,20.3,6.9,56.3,,
701,무주,11,6.2,13.3,0.4,38.9,,
701,무주,12,-0.8,5.4,-6.2,20.7,,
702,익산,1,-0.4,4.7,-5.3,21.5,,
702,익산,2,1.8,7.4,-3.6,32.3,,
702,익산,3,6.2,12.8,0.4,42.7,,
702,익산,4,12.1,19.1,6.1,76.3,,
702,익산,5,18.0,24.4,12.2,83.1,,
702,익산,6,22.5,28.1,18.1,139.9,,
702,익산,7,25.7,30.2,22.3,271.5,,
702,익산,8,26.2,31.1,22.5,261.3,,
702,익산,9,21.5,27.0,16.9,113.4,,
702,익산,10,14.9,21.4,9.1,48.5,,
702,익산,11,8.2,14.1,2.9,41.4,,
702,익산,12,1.6,6.6,-3.2,25.4,,
703,진안,1,-3.1,3.2,-8.8,27.3,,
703,진안,2,-0.7,6.0,-6.7,34.3,,
703,진안,3,4.2,11.6,-2.4,53.2,,
703,진안,4,10.4,18.0,3.3,82.3,,
703,진안,5,16.0,23.2,9.2,87.9,,
703,진안,6,20.4,26.4,15.2,134.7,,
703,진안,7,23.6,28.2,20.0,317.5,,
703,진안,8,23.7,29.0,20.0,306.9,,
703,진안,9,18.8,25.1,14.3,139.5,,
703,진안,10,12.1,19.8,6.3,61.5,,
703,진안,11,5.6,12.8,-0.2,49.6,,
703,진안,12,-1.0,5.3,-6.5,30.0,,
706,담양,1,0.0,5.5,-4.9,27.2,,
706,담양,2,2.1,8.4,-3.2,39.7,,
706,담양,3,6.5,13.6,0.1,54.6,,
706,담양,4,12.4,19.7,5.5,89.7,,
706,담양,5,17.7,24.7,11.6,99.3,,
706,담양,6,22.3,27.7,17.7,150.5,,
706,담양,7,25.3,29.5,21.9,286.7,,
706,담양,8,25.8,30.6,22.0,308.3,,
706,담양,9,21.2,27.1,16.7,147.8,,
706,담양,10,14.8,21.9,9.1,64.0,,
706,담양,11,8.4,14.9,2.9,46.4,,
706,담양,12,2.0,7.6,-2.9,29.8,,
708,광산,1,0.4,5.6,-4.1,26.0,,
708,광산,2,2.4,8.4,-2.7,36.8,,
708,광산,3,6.7,13.6,0.7,55.1,,
708,광산,4,12.6,19.7,6.1,83.0,,
708,광산,5,18.1,25.0,12.0,92.9,,
708,광산,6,22.5,28.4,17.8,152.4,,
708,광산,7,26.0,30.4,22.3,259.6,,
708,광산,8,26.7,31.6,22.6,291.9,,
708,광산,9,22.0,27.7,17.3,132.5,,
708,광산,10,15.4,22.2,9.4,58.4,,
708,광산,11,8.8,15.1,3.2,41.2,,
708,광산,12,2.4,7.9,-2.3,30.8,,
709,구례,1,0.0,5.7,-4.9,22.1,,
709,구례,2,2.3,8.9,-3.5,35.5,,
709,구례,3,7.0,14.4,0.4,59.7,,
709,구례,4,13.0,20.7,5.9,80.1,,
709,구례,5,18.3,25.9,11.5,90.6,,
709,구례,6,22.7,28.8,17.6,135.9,,
709,구례,7,25.8,30.8,22.1,305.6,,
709,구례,8,26.3,31.7,22.4,298.5,,
709,구례,9,21.4,28.0,16.9,138.9,,
709,구례,10,14.6,22.6,8.7,60.9,,
709,구례,11,8.1,15.3,2.1,43.7,,
709,구례,12,1.8,7.9,-3.3,24.5,,
710,나주,1,0.3,5.7,-4.2,30.5,,
710,나주,2,2.3,8.5,-2.8,40.3,,
710,나주,3,6.7,13.8,0.7,61.6,,
710,나주,4,12.6,19.9,6.2,86.5,,
710,나주,5,18.0,25.1,12.0,107.4,,
710,나주,6,22.5,28.3,18.0,157.3,,
710,나주,7,25.9,30.4,22.5,274.1,,
710,나주,8,26.4,31.7,22.7,264.4,,
710,나주,9,21.9,27.9,17.5,139.9,,
710,나주,10,15.2,22.4,9.5,66.6,,
710,나주,11,8.7,15.4,3.1,47.4,,
710,나주,12,2.3,8.0,-2.4,34.4,,
712,순천시,1,2.5,7.0,-1.3,21.1,,
712,순천시,2,4.3,9.5,0.1,44.2,,
712,순천시,3,8.5,14.1,3.8,65.8,,
712,순천시,4,14.0,19.5,9.0,118.2,,
712,순천시,5,18.9,24.4,14.1,141.7,,
712,순천시,6,22.4,26.9,18.7,190.4,,
712,순천시,7,25.5,29.4,22.7,307.9,,
712,순천시,8,26.6,30.8,23.5,275.4,,
712,순천시,9,22.6,27.4,18.8,165.6,,
712,순천시,10,16.9,22.5,12.5,67.2,,
712,순천시,11,10.5,15.8,6.2,45.3,,
712,순천시,12,4.4,9.1,0.4,24.6,,
713,광양읍,1,1.9,7.3,-2.7,20.8,,
713,광양읍,2,3.8,9.9,-1.1,41.2,,
713,광양읍,3,8.2,14.6,2.5,68.6,,
713,광양읍,4,13.7,20.2,7.8,108.9,,
713,광양읍,5,18.7,25.2,12.9,132.9,,
713,광양읍,6,22.4,27.9,18.0,177.3,,
713,광양읍,7,25.6,30.1,22.3,308.2,,
713,광양읍,8,26.5,31.5,22.8,289.0,,
713,광양읍,9,22.4,27.9,17.9,145.6,,
713,광양읍,10,16.3,22.9,10.9,66.0,,
713,광양읍,11,9.8,16.2,4.6,43.1,,
713,광양읍,12,3.6,9.3,-1.1,22.7,,
722,조선대,1,1.4,5.6,-2.3,26.8,,
722,조선대,2,3.3,8.3,-0.9,40.8,,
722,조선대,3,7.8,13.6,2.7,55.6,,
722,조선대,4,13.5,19.7,7.9,83.8,,
722,조선대,5,18.7,24.8,13.1,84.7,,
722,조선대,6,22.7,28.1,18.3,140.2,,
722,조선대,7,25.7,29.9,22.6,288.0,,
722,조선대,8,26.4,30.9,22.9,319.2,,
722,조선대,9,22.1,27.4,18.1,152.4,,
722,조선대,10,16.1,22.0,11.4,64.3,,
722,조선대,11,9.8,14.9,5.4,46.3,,
722,조선대,12,3.4,7.8,-0.3,28.8,,
723,거문도,1,5.0,7.5,2.7,29.8,,
723,거문도,2,6.1,9.2,3.7,50.9,,
723,거문도,3,9.4,12.6,6.8,86.6,,
723,거문도,4,13.5,16.7,11.0,107.5,,
723,거문도,5,17.3,20.6,14.8,133.9,,
723,거문도,6,20.7,23.8,18.6,184.6,,
723,거문도,7,24.6,27.4,22.6,216.5,,
723,거문도,8,26.7,29.5,24.7,215.9,,
723,거문도,9,23.4,26.0,21.5,156.1,,
723,거문도,10,18.7,21.5,16.8,76.8,,
723,거문도,11,12.9,15.6,10.7,48.7,,
723,거문도,12,7.3,9.8,5.0,30.9,,
724,추자도,1,5.0,7.2,2.8,27.2,,
724,추자도,2,5.7,8.4,3.3,40.3,,
724,추자도,3,8.6,11.5,6.0,73.0,,
724,추자도,4,12.5,15.6,10.0,79.6,,
724,추자도,5,16.3,19.4,13.9,92.5,,
724,추자도,6,19.9,22.8,17.8,152.7,,
724,추자도,7,24.3,26.8,22.2,190.3,,
724,추자도,8,26.2,28.9,24.2,201.8,,
724,추자도,9,22.9,25.5,21.1,132.9,,
724,추자도,10,18.4,21.0,16.4,57.9,,
724,추자도,11,12.8,15.3,10.6,46.6,,
724,추자도,12,7.5,9.7,5.1,32.9,,
730,장성,1,-0.4,5.0,-4.9,30.9,,
730,장성,2,1.7,7.8,-3.3,40.0,,
730,장성,3,6.1,13.3,0.1,58.2,,
730,장성,4,12.2,19.6,5.3,86.7,,
730,장성,5,17.5,24.8,11.2,99.2,,
730,장성,6,22.0,28.1,17.2,136.0,,
730,장성,7,25.2,30.0,21.9,294.7,,
730,장성,8,25.7,31.0,22.0,298.5,,
730,장성,9,21.1,27.2,16.7,143.4,,
730,장성,10,14.5,21.7,9.0,64.9,,
730,장성,11,8.1,14.5,2.8,52.2,,
730,장성,12,1.6,7.1,-2.9,35.0,,
731,영암,1,0.7,5.7,-3.6,26.1,,
731,영암,2,2.5,8.3,-2.3,34.0,,
731,영암,3,6.9,13.3,1.1,62.9,,
731,영암,4,12.5,19.2,6.5,87.7,,
731,영암,5,17.9,24.1,12.4,97.7,,
731,영암,6,22.3,27.2,18.3,138.0,,
731,영암,7,25.7,29.8,22.6,230.8,,
731,영암,8,26.5,30.9,22.9,241.9,,
731,영암,9,21.8,27.4,17.5,156.2,,
731,영암,10,15.4,22.1,9.7,61.6,,
731,영암,11,9.1,15.1,3.7,49.3,,
731,영암,12,2.7,8.0,-1.8,32.2,,
732,보성,1,-0.2,5.4,-5.1,24.8,,
732,보성,2,1.8,8.0,-3.7,47.9,,
732,보성,3,6.1,12.9,-0.2,80.3,,
732,보성,4,11.6,18.4,5.0,126.6,,
732,보성,5,16.8,23.2,10.9,151.3,,
732,보성,6,20.7,25.9,16.5,190.3,,
732,보성,7,24.2,28.3,21.1,286.0,,
732,보성,8,25.0,29.7,21.5,312.6,,
732,보성,9,20.5,26.3,16.1,172.3,,
732,보성,10,14.1,21.4,8.1,74.5,,
732,보성,11,7.6,14.5,1.7,48.1,,
732,보성,12,1.7,7.6,-3.7,27.5,,
734,완주,1,-1.0,4.8,-6.2,26.2,,
734,완주,2,1.2,7.6,-4.4,39.3,,
734,완주,3,6.1,13.2,-0.4,47.6,,
734,완주,4,12.2,19.8,5.3,86.5,,
734,완주,5,18.0,25.3,11.4,92.4,,
734,완주,6,22.5,28.8,17.4,150.6,,
734,완주,7,25.9,30.7,22.0,310.4,,
734,완주,8,26.2,31.6,22.2,306.4,,
734,완주,9,21.3,27.6,16.6,115.6,,
734,완주,10,14.5,21.8,8.6,50.9,,
734,완주,11,7.7,14.5,2.1,44.5,,
734,완주,12,1.1,6.9,-4.0,25.7,,
737,김제,1,-0.4,4.3,-4.5,23.1,,
737,김제,2,1.7,7.0,-2.8,29.9,,
737,김제,3,6.1,12.4,1.0,40.6,,
737,김제,4,12.2,18.7,6.7,69.9,,
737,김제,5,18.1,24.3,12.9,78.1,,
737,김제,6,22.4,27.9,18.6,117.4,,
737,김제,7,26.0,30.4,22.7,246.8,,
737,김제,8,26.6,31.4,23.1,240.9,,
737,김제,9,21.7,27.3,17.6,115.7,,
737,김제,10,15.3,21.6,10.1,52.4,,
737,김제,11,8.6,14.1,3.8,45.8,,
737,김제,12,1.8,6.5,-2.4,29.3,,
741,화순,1,0.1,5.6,-4.7,28.6,,
741,화순,2,2.3,8.4,-3.1,40.4,,
741,화순,3,6.8,13.8,0.6,56.9,,
741,화순,4,12.7,20.1,6.0,83.7,,
741,화순,5,18.1,25.3,11.8,90.0,,
741,화순,6,22.3,28.4,17.6,140.9,,
741,화순,7,25.4,30.4,22.1,288.3,,
741,화순,8,26.0,31.7,22.4,296.0,,
741,화순,9,21.7,28.0,17.2,134.3,,
741,화순,10,15.0,22.4,9.3,62.8,,
741,화순,11,8.6,15.2,3.0,55.0,,
741,화순,12,2.2,7.9,-2.6,31.1,,
754,함평,1,0.9,5.8,-3.3,28.8,,
754,함평,2,2.7,8.1,-2.1,36.3,,
754,함평,3,6.7,12.9,1.2,54.9,,
754,함평,4,12.4,18.6,6.4,84.1,,
754,함평,5,17.7,23.9,12.2,93.8,,
754,함평,6,22.2,27.4,18.2,151.4,,
754,함평,7,25.9,29.9,22.6,268.4,,
754,함평,8,26.6,31.3,23.0,240.5,,
754,함평,9,22.1,27.6,17.8,141.0,,
754,함평,10,15.7,22.2,10.2,71.8,,
754,함평,11,9.4,15.2,4.2,47.4,,
754,함평,12,3.0,8.2,-1.4,37.7,,
768,곡성,1,-0.7,5.1,-5.4,25.1,,
768,곡성,2,1.6,8.2,-3.6,39.7,,
768,곡성,3,6.7,13.8,0.4,57.6,,
768,곡성,4,12.6,20.1,5.9,79.7,,
768,곡성,5,18.0,25.2,11.6,85.1,,
768,곡성,6,22.4,28.4,17.4,135.5,,
768,곡성,7,25.4,30.3,21.8,288.3,,
768,곡성,8,25.8,31.2,21.9,321.9,,
768,곡성,9,21.0,27.2,16.6,162.5,,
768,곡성,10,14.3,21.9,8.7,63.8,,
768,곡성,11,7.6,14.7,2.2,45.9,,
768,곡성,12,1.1,7.0,-3.5,27.8,,
782,성판악,1,-0.4,2.8,-3.1,137.1,,
782,성판악,2,1.0,4.7,-2.3,182.4,,
782,성판악,3,4.9,9.0,0.9,258.8,,
782,성판악,4,10.2,14.5,5.9,414.9,,
782,성판악,5,14.7,18.9,10.6,465.9,,
782,성판악,6,17.7,21.4,14.3,451.7,,
782,성판악,7,21.4,24.7,18.5,583.9,,
782,성판악,8,21.6,24.7,18.9,717.0,,
782,성판악,9,17.8,21.1,15.0,581.1,,
782,성판악,10,12.8,16.6,9.3,237.2,,
782,성판악,11,7.4,11.2,4.0,197.5,,
782,성판악,12,1.9,5.2,-1.0,153.5,,
788,풍암,1,0.6,5.6,-3.6,22.3,,
788,풍암,2,2.8,8.5,-2.0,41.1,,
788,풍암,3,7.3,13.9,1.7,55.0,,
788,풍암,4,13.1,20.0,6.9,93.6,,
788,풍암,5,18.9,25.8,12.7,102.7,,
788,풍암,6,23.1,29.0,18.5,126.9,,
788,풍암,7,26.2,30.8,22.9,328.1,,
788,풍암,8,27.1,32.3,23.4,321.6,,
788,풍암,9,22.5,28.3,18.2,148.3,,
788,풍암,10,16.0,22.8,10.6,64.6,,
788,풍암,11,9.5,15.6,4.4,46.1,,
788,풍암,12,2.7,7.9,-1.6,31.1,,
789,압해도,1,1.7,5.4,-1.5,23.5,,
789,압해도,2,2.9,7.1,-0.6,33.6,,
789,압해도,3,6.8,11.6,2.7,53.7,,
789,압해도,4,12.1,17.2,7.9,80.9,,
789,압해도,5,17.4,22.4,13.4,86.5,,
789,압해도,6,21.6,26.0,18.4,121.7,,
789,압해도,7,25.0,28.8,22.4,230.7,,
789,압해도,8,26.4,30.5,23.5,209.4,,
789,압해도,9,22.3,26.7,19.0,141.9,,
789,압해도,10,16.7,21.3,12.7,69.2,,
789,압해도,11,10.4,14.6,6.5,41.6,,
789,압해도,12,4.0,7.7,0.5,32.1,,
801,영양,1,-2.5,4.0,-8.5,19.4,,
801,영양,2,0.1,6.9,-6.2,22.8,,
801,영양,3,5.1,12.1,-1.5,42.2,,
801,영양,4,11.2,18.3,3.8,75.2,,
801,영양,5,16.3,23.6,9.5,78.3,,
801,영양,6,20.0,26.6,14.5,114.5,,
801,영양,7,23.3,28.3,19.5,209.2,,
801,영양,8,23.8,28.9,19.8,208.9,,
801,영양,9,18.7,24.7,14.4,128.4,,
801,영양,10,12.6,19.9,7.2,50.4,,
801,영양,11,6.0,12.9,0.1,30.6,,
801,영양,12,-0.5,6.0,-6.1,16.8,,
810,성주,1,-1.0,5.5,-7.1,15.2,,
810,성주,2,1.7,8.5,-4.9,28.3,,
810,성주,3,6.9,14.2,-0.2,44.6,,
810,성주,4,13.1,20.5,5.6,79.5,,
810,성주,5,18.4,25.6,11.4,82.3,,
810,성주,6,22.5,28.5,17.0,126.7,,
810,성주,7,25.5,30.3,21.6,227.5,,
810,성주,8,25.7,31.1,21.9,249.1,,
810,성주,9,20.7,26.7,16.2,163.5,,
810,성주,10,14.3,21.6,8.4,63.1,,
810,성주,11,7.3,14.5,1.1,29.8,,
810,성주,12,0.6,7.5,-5.3,16.5,,
812,고령,1,-1.1,6.4,-7.4,18.0,,
812,고령,2,1.7,9.2,-5.1,30.2,,
812,고령,3,6.9,14.7,-0.4,47.1,,
812,고령,4,13.0,20.6,5.4,83.9,,
812,고령,5,18.1,25.6,11.1,93.6,,
812,고령,6,22.2,28.3,16.8,144.3,,
812,고령,7,25.2,30.0,21.4,259.8,,
812,고령,8,25.6,30.9,21.6,283.4,,
812,고령,9,20.6,26.7,16.0,161.4,,
812,고령,10,13.9,21.8,8.0,65.0,,
812,고령,11,7.2,15.0,0.8,30.3,,
812,고령,12,0.6,8.1,-5.4,18.4,,
813,청도,1,-1.1,6.1,-6.8,20.1,,
813,청도,2,1.6,8.8,-4.5,29.7,,
813,청도,3,6.9,14.3,0.3,57.0,,
813,청도,4,12.9,20.4,5.9,85.7,,
